contract,mode,status,evm-coverage,bugtypes,total_time,crashes -,hardcoded address,wall clock time (h:)m:ss,time,total_hangs,queue - Number of unique TX sequences,total_crashes,average_execs_per_sec,bugs,total_execs_done,cumulative_execs_per_sec,log
multi10,mode-aonly,success,45.945945945945944,1,600,0,1,10:05.04,600,0,41,0,62137,,37282406,62137,<NO LOG>
multi10,mode-aonly,success,38.91891891891892,1,600,0,1,10:05.00,600,0,36,0,26222,,15733472,26222,<NO LOG>
multi10,mode-aonly,success,45.945945945945944,1,600,0,1,10:05.40,600,0,39,0,32913,,19747861,32913,<NO LOG>
multi10,mode-aonly,success,38.91891891891892,1,600,0,1,10:04.83,600,0,44,0,65597,,39358358,65597,<NO LOG>
multi10,mode-aonly,success,42.16216216216216,1,600,0,1,10:05.22,600,0,33,0,32800,,19680302,32800,<NO LOG>
multi10,mode-aonly,success,38.91891891891892,1,600,0,1,10:04.70,600,0,30,0,27178,,16307173,27178,<NO LOG>
multi10,mode-aonly,success,38.91891891891892,1,600,0,1,10:04.75,600,0,40,0,66436,,39862054,66436,<NO LOG>
multi10,mode-aonly,success,38.91891891891892,1,600,0,1,10:04.62,600,0,31,0,65371,,39223013,65371,<NO LOG>
multi10,mode-aonly,success,42.16216216216216,1,600,0,1,10:05.27,600,0,47,0,34719,,20831679,34719,<NO LOG>
multi10,mode-aonly,success,38.91891891891892,1,600,0,1,10:04.75,600,0,33,0,26339,,15803825,26339,<NO LOG>
multi10,mode-aonly,success,38.91891891891892,1,600,0,1,10:04.81,600,0,28,0,26346,,15807715,26346,<NO LOG>
multi10,mode-aonly,success,38.91891891891892,1,600,0,1,10:04.89,600,0,39,0,27524,,16514973,27524,<NO LOG>
multi10,mode-interp,success,42.16216216216216,1,600,0,1,10:07.08,600,0,114,0,14135,,8481254,14135,<NO LOG>
multi10,mode-interp,success,42.7027027027027,1,600,0,1,10:10.93,600,0,135,0,12788,,7672826,12788,<NO LOG>
multi10,mode-interp,success,48.108108108108105,1,600,0,1,10:09.86,600,0,136,0,12362,,7417229,12362,<NO LOG>
multi10,mode-interp,success,43.78378378378378,1,600,0,1,10:07.83,600,0,118,0,12650,,7590349,12650,<NO LOG>
multi10,mode-interp,success,44.32432432432432,1,600,0,1,10:13.00,600,0,132,0,11778,,7067198,11778,<NO LOG>
multi10,mode-interp,success,42.16216216216216,1,600,0,1,10:07.75,600,0,132,0,14141,,8485098,14141,<NO LOG>
multi10,mode-interp,success,45.4054054054054,1,600,0,1,10:07.47,600,0,128,0,12458,,7475299,12458,<NO LOG>
multi10,mode-interp,success,44.32432432432432,1,600,0,1,10:05.97,600,0,97,0,13304,,7982771,13304,<NO LOG>
multi10,mode-interp,success,42.16216216216216,1,600,0,1,10:07.53,600,0,126,0,12970,,7782364,12970,<NO LOG>
multi10,mode-interp,success,42.16216216216216,1,600,0,1,10:11.29,600,0,154,0,12581,,7548664,12581,<NO LOG>
multi10,mode-interp,success,44.32432432432432,1,600,0,1,10:07.75,600,0,115,0,13126,,7876197,13126,<NO LOG>
multi10,mode-interp,success,42.7027027027027,1,600,0,1,10:08.58,600,0,133,0,11852,,7111596,11852,<NO LOG>
multi10,mode-interp,success,44.86486486486486,1,600,0,1,10:07.91,600,0,129,0,13146,,7888086,13146,<NO LOG>
multi10,mode-interp,success,44.32432432432432,1,600,0,1,10:07.13,600,0,115,0,13323,,7994363,13323,<NO LOG>
multi10,mode-interp,success,44.86486486486486,1,600,0,1,10:08.80,600,0,127,0,12028,,7217112,12028,<NO LOG>
multi10,mode-interp,success,42.7027027027027,1,600,0,1,10:09.39,600,0,139,0,12990,,7794532,12990,<NO LOG>
multi10,mode-interp,success,42.7027027027027,1,600,0,1,10:06.53,600,0,111,0,13370,,8022016,13370,<NO LOG>
multi10,mode-interp,success,43.24324324324324,1,600,0,1,10:08.68,600,0,120,0,12159,,7295457,12159,<NO LOG>
multi10,mode-interp,success,42.7027027027027,1,600,0,1,10:08.42,600,0,132,0,12590,,7554342,12590,<NO LOG>
multi10,mode-interp,success,44.86486486486486,1,600,0,1,10:07.05,600,0,115,0,12539,,7523783,12539,<NO LOG>
multi10,mode-monly,success,65.94594594594594,1,600,0,1,10:08.38,600,0,150,0,19159,,11495896,19159,<NO LOG>
multi10,mode-monly,success,65.94594594594594,1,600,0,1,10:08.01,600,0,157,0,20014,,12008876,20014,<NO LOG>
multi10,mode-monly,success,87.56756756756756,1,600,0,1,10:08.39,600,0,157,0,21130,,12678473,21130,<NO LOG>
multi10,mode-monly,success,87.56756756756756,1,600,0,1,10:08.39,600,0,178,0,21735,,13041161,21735,<NO LOG>
multi10,mode-monly,success,74.5945945945946,1,600,0,1,10:08.33,600,0,187,0,19197,,11518310,19197,<NO LOG>
multi10,mode-monly,success,48.648648648648646,1,600,0,1,10:06.87,600,0,105,0,21167,,12700524,21167,<NO LOG>
multi10,mode-monly,success,83.78378378378378,1,600,0,1,10:08.83,600,0,180,0,18145,,10887098,18145,<NO LOG>
multi10,mode-monly,success,65.94594594594594,1,600,0,1,10:07.99,600,0,166,0,22004,,13202681,22004,<NO LOG>
multi10,mode-monly,success,83.78378378378378,1,600,0,1,10:09.38,600,0,168,0,19465,,11679041,19465,<NO LOG>
multi10,mode-monly,success,87.56756756756756,1,600,0,1,10:08.69,600,0,198,0,18782,,11269254,18782,<NO LOG>
multi10,mode-monly,success,87.56756756756756,1,600,0,1,10:08.08,600,0,166,0,20030,,12018129,20030,<NO LOG>
multi10,mode-monly,success,87.56756756756756,1,600,0,1,10:08.16,600,0,156,0,22600,,13560367,22600,<NO LOG>
multi10,mode-monly,success,66.48648648648648,1,600,0,1,10:09.42,600,0,165,0,23290,,13974055,23290,<NO LOG>
multi10,mode-monly,success,48.648648648648646,1,600,0,1,10:08.04,600,0,110,0,24628,,14776972,24628,<NO LOG>
multi10,mode-monly,success,87.56756756756756,1,600,0,1,10:08.15,600,0,186,0,21459,,12875759,21459,<NO LOG>
multi10,mode-monly,success,87.56756756756756,1,600,0,1,10:08.93,600,0,165,0,22432,,13459693,22432,<NO LOG>
multi10,mode-monly,success,83.78378378378378,1,600,0,1,10:09.00,600,0,169,0,18799,,11279657,18799,<NO LOG>
multi10,mode-monly,success,60.0,1,600,0,1,10:08.47,600,0,155,0,20203,,12121950,20203,<NO LOG>
multi10,mode-monly,success,87.56756756756756,1,600,0,1,10:10.04,600,0,216,0,18932,,11359475,18932,<NO LOG>
multi10,mode-monly,success,66.48648648648648,1,600,0,1,10:08.45,600,0,150,0,19655,,11793502,19655,<NO LOG>
