contract,mode,status,hardcoded address,crashes -,total_execs_done,crashes - Number of unique TX sequences,bugtypes,time,bugs,queue - Number of unique TX sequences,cumulative_execs_per_sec,wall clock time (h:)m:ss,evm-coverage,total_crashes,average_execs_per_sec,total_hangs,total_time,log
multi_gen_6,mode-2AT,success,1,,63137955,1,1,2872,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,123,21983,48:02.33,89.65517241379311,1,21983,0,2872,<NO LOG>
multi_gen_6,mode-2AT,success,1,,258024068,1,1,16260,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,172,15868,4:31:12,89.65517241379311,1,15868,0,16260,<NO LOG>
multi_gen_6,mode-2AT,success,1,,32215644,1,1,1284,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,128,25090,21:34.01,88.79310344827587,1,25090,0,1284,<NO LOG>
multi_gen_6,mode-2AT,success,1,,123798072,1,1,6679,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",179,18535,1:51:31,89.65517241379311,2,18535,0,6679,<NO LOG>
multi_gen_6,mode-2AT,success,1,,105479645,1,1,4545,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,173,23207,1:15:57,89.65517241379311,1,23207,0,4545,<NO LOG>
multi_gen_6,mode-2AT,success,1,,248053892,1,1,12196,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,184,20338,3:23:28,89.65517241379311,1,20338,0,12196,<NO LOG>
multi_gen_6,mode-2AT,success,1,,99929751,1,1,4530,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,127,22059,1:15:41,89.65517241379311,1,22059,0,4530,<NO LOG>
multi_gen_6,mode-2AT,success,1,,55463098,1,1,2494,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,116,22238,41:44.64,89.65517241379311,1,22238,0,2494,<NO LOG>
multi_gen_6,mode-2AT,success,1,,22713507,1,1,891,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,122,25492,15:01.25,88.79310344827587,1,25492,0,891,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,627596672,,1,28800,,126,21791,8:00:12,62.931034482758626,0,21791,0,28800,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,729844901,,1,28800,,107,25341,8:00:10,50.0,0,25341,0,28800,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,662772736,,1,28800,,67,23012,8:00:08,61.20689655172414,0,23012,0,28800,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,616647464,,1,28800,,86,21411,8:00:10,50.0,0,21411,0,28800,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,788304832,,1,28800,,91,27371,8:00:09,50.0,0,27371,0,28800,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,409327978,,1,28800,,89,14212,8:00:10,50.0,0,14212,0,28800,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,693028339,,1,28800,,105,24063,8:00:09,62.931034482758626,0,24063,0,28800,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,856550229,,1,28800,,118,29741,8:00:10,62.931034482758626,0,29741,0,28800,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,665009967,,1,28800,,120,23090,8:00:10,62.931034482758626,0,23090,0,28800,<NO LOG>
multi_gen_6,mode-aonly,success,1,0,627797361,,1,28800,,121,21798,8:00:11,62.931034482758626,0,21798,0,28800,<NO LOG>
multi_gen_6,mode-monly,success,1,,264586116,1,1,16838,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,192,15713,4:40:50,89.65517241379311,1,15713,0,16838,<NO LOG>
multi_gen_6,mode-monly,success,1,,1752641,1,1,66,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,101,26555,1:16.42,86.20689655172414,1,26555,0,66,<NO LOG>
multi_gen_6,mode-monly,success,1,,1316129,1,1,51,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,110,25806,1:00.55,85.3448275862069,1,25806,0,51,<NO LOG>
multi_gen_6,mode-monly,success,1,,75910256,1,1,3699,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,178,20521,1:01:51,89.65517241379311,1,20521,0,3699,<NO LOG>
multi_gen_6,mode-monly,success,1,,1426044,1,1,53,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,104,26906,1:02.69,85.3448275862069,1,26906,0,53,<NO LOG>
multi_gen_6,mode-monly,success,1,,1443226,1,1,59,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,123,24461,1:09.14,86.20689655172414,1,24461,0,59,<NO LOG>
multi_gen_6,mode-monly,success,1,0,538052634,,1,28800,,179,18682,8:00:10,75.86206896551725,0,18682,0,28800,<NO LOG>
multi_gen_6,mode-monly,success,1,0,526112119,,1,28800,,171,18267,8:00:11,75.86206896551725,0,18267,0,28800,<NO LOG>
multi_gen_6,mode-monly,success,1,0,478574501,,1,28800,,187,16617,8:00:12,75.86206896551725,0,16617,0,28800,<NO LOG>
multi_gen_6,mode-monly,success,1,0,613375894,,1,28800,,164,21297,8:00:11,75.86206896551725,0,21297,0,28800,<NO LOG>
multi_gen_6,mode-noabi,success,1,,62313496,1,1,2799,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",149,22262,46:50.23,89.65517241379311,2,22262,0,2799,<NO LOG>
multi_gen_6,mode-noabi,success,1,,158244392,1,1,10891,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,181,14529,3:01:43,88.79310344827587,1,14529,0,10891,<NO LOG>
multi_gen_6,mode-noabi,success,1,,156710315,1,1,9603,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,174,16318,2:40:15,88.79310344827587,1,16318,0,9603,<NO LOG>
multi_gen_6,mode-noabi,success,1,,38253199,1,1,1917,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,112,19954,32:07.37,88.79310344827587,1,19954,0,1917,<NO LOG>
multi_gen_6,mode-noabi,success,1,,88982980,1,1,3581,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,154,24848,59:52.26,89.65517241379311,1,24848,0,3581,<NO LOG>
multi_gen_6,mode-noabi,success,1,,76113624,1,1,3914,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,156,19446,1:05:26,89.65517241379311,1,19446,0,3914,<NO LOG>
multi_gen_6,mode-noabi,success,1,0,247341753,,1,28800,,158,8588,8:00:22,75.86206896551725,0,8588,0,28800,<NO LOG>
multi_gen_6,mode-noabi,success,1,,137844149,1,1,9577,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,180,14393,2:39:49,89.65517241379311,1,14393,0,9577,<NO LOG>
multi_gen_6,mode-noabi,success,1,,48804845,1,1,2140,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,167,22806,35:51.67,88.79310344827587,1,22806,0,2140,<NO LOG>
multi_gen_6,mode-noabi,success,1,,60589071,1,1,2895,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,130,20928,48:25.60,88.79310344827587,1,20928,0,2895,<NO LOG>
multi_gen_7,mode-2AT,success,1,,59393433,1,1,2372,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,111,25039,39:42.00,92.48120300751879,1,25039,0,2372,<NO LOG>
multi_gen_7,mode-2AT,success,1,,63197087,1,1,2534,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,140,24939,42:25.01,93.23308270676691,1,24939,0,2534,<NO LOG>
multi_gen_7,mode-2AT,success,1,,55103514,1,1,2319,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,126,23761,38:49.20,92.48120300751879,1,23761,0,2319,<NO LOG>
multi_gen_7,mode-2AT,success,1,,43151586,1,1,1744,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",108,24742,29:14.71,93.23308270676691,2,24742,0,1744,<NO LOG>
multi_gen_7,mode-2AT,success,1,,109969778,1,1,5374,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",164,20463,1:29:47,93.23308270676691,2,20463,0,5374,<NO LOG>
multi_gen_7,mode-2AT,success,1,,189460452,1,1,9223,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,182,20542,2:33:55,93.23308270676691,1,20542,0,9223,<NO LOG>
multi_gen_7,mode-2AT,success,1,,60009504,1,1,2419,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,108,24807,40:29.67,92.48120300751879,1,24807,0,2419,<NO LOG>
multi_gen_7,mode-2AT,success,1,,63510786,1,1,2586,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,105,24559,43:16.36,92.48120300751879,1,24559,0,2586,<NO LOG>
multi_gen_7,mode-2AT,success,1,,61764467,1,1,3095,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,102,19956,51:45.63,93.23308270676691,1,19956,0,3095,<NO LOG>
multi_gen_7,mode-2AT,success,1,,122772073,1,1,6826,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,154,17985,1:53:58,93.23308270676691,1,17985,0,6826,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,430040772,,1,28800,,98,14931,8:00:17,66.9172932330827,0,14931,0,28800,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,633509802,,1,28800,,76,21996,8:00:15,69.92481203007519,0,21996,0,28800,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,521957731,,1,28800,,93,18123,8:00:17,54.88721804511278,0,18123,0,28800,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,385600135,,1,28800,,68,13388,8:00:14,45.11278195488722,0,13388,0,28800,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,462769990,,1,28800,,102,16068,8:00:20,54.88721804511278,0,16068,0,28800,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,518397943,,1,28800,,96,17999,8:00:18,56.39097744360902,0,17999,0,28800,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,289604611,,1,28800,,73,10055,8:00:16,45.11278195488722,0,10055,0,28800,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,384982005,,1,28800,,103,13367,8:00:20,56.39097744360902,0,13367,0,28800,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,323585674,,1,28800,,87,11235,8:00:22,45.11278195488722,0,11235,0,28800,<NO LOG>
multi_gen_7,mode-aonly,success,1,0,430444297,,1,28800,,102,14945,8:00:17,57.14285714285714,0,14945,0,28800,<NO LOG>
multi_gen_7,mode-monly,success,1,0,378429695,,1,28800,,138,13139,8:00:21,54.88721804511278,0,13139,0,28800,<NO LOG>
multi_gen_7,mode-monly,success,1,,3387727,1,1,125,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,100,27101,2:14.97,90.22556390977444,1,27101,0,125,<NO LOG>
multi_gen_7,mode-monly,success,1,,3946938,1,1,144,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,82,27409,2:34.11,89.47368421052632,1,27409,0,144,<NO LOG>
multi_gen_7,mode-monly,success,1,,2803567,1,1,113,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,99,24810,2:02.84,91.72932330827066,1,24810,0,113,<NO LOG>
multi_gen_7,mode-monly,success,1,0,416439222,,1,28800,,173,14459,8:00:21,81.9548872180451,0,14459,0,28800,<NO LOG>
multi_gen_7,mode-monly,success,1,,1456318,1,1,56,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,94,26005,1:05.40,87.96992481203007,1,26005,0,56,<NO LOG>
multi_gen_7,mode-monly,success,1,,318782870,1,1,21277,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,179,14982,5:55:02,93.23308270676691,1,14982,0,21277,<NO LOG>
multi_gen_7,mode-monly,success,1,,2340671,1,1,99,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,112,23643,1:48.72,88.7218045112782,1,23643,0,99,<NO LOG>
multi_gen_7,mode-monly,success,1,0,359163369,,1,28800,,167,12470,8:00:22,81.9548872180451,0,12470,0,28800,<NO LOG>
multi_gen_7,mode-monly,success,1,,3663291,1,1,151,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,102,24260,2:41.41,89.47368421052632,1,24260,0,151,<NO LOG>
multi_gen_7,mode-noabi,success,1,,84071383,1,1,3803,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,170,22106,1:03:35,92.48120300751879,1,22106,0,3803,<NO LOG>
multi_gen_7,mode-noabi,success,1,,233421557,1,1,21632,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,182,10790,6:01:05,93.23308270676691,1,10790,0,21632,<NO LOG>
multi_gen_7,mode-noabi,success,1,,109000268,1,1,5334,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,148,20434,1:29:06,93.23308270676691,1,20434,0,5334,<NO LOG>
multi_gen_7,mode-noabi,success,1,,63474901,1,1,2981,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,150,21293,49:52.87,93.23308270676691,1,21293,0,2981,<NO LOG>
multi_gen_7,mode-noabi,success,1,,102769287,1,1,3930,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,159,26149,1:05:42,93.23308270676691,1,26149,0,3930,<NO LOG>
multi_gen_7,mode-noabi,success,1,,145590967,1,1,10316,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,152,14113,2:52:07,93.23308270676691,1,14113,0,10316,<NO LOG>
multi_gen_7,mode-noabi,success,1,,144660443,1,1,8687,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,171,16652,2:25:00,92.48120300751879,1,16652,0,8687,<NO LOG>
multi_gen_7,mode-noabi,success,1,,55967280,1,1,2669,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,110,20969,44:39.72,91.72932330827066,1,20969,0,2669,<NO LOG>
multi_gen_7,mode-noabi,success,1,,78131052,1,1,3959,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,162,19735,1:06:11,93.23308270676691,1,19735,0,3959,<NO LOG>
multi_gen_7,mode-noabi,success,1,,64691860,1,1,2889,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,136,22392,48:20.25,93.23308270676691,1,22392,0,2889,<NO LOG>
multi_gen_8,mode-2AT,success,1,,195870050,1,1,8182,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,168,23939,2:16:49,87.93103448275862,1,23939,0,8182,<NO LOG>
multi_gen_8,mode-2AT,success,1,,149541577,1,1,6618,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,160,22596,1:50:30,87.93103448275862,1,22596,0,6618,<NO LOG>
multi_gen_8,mode-2AT,success,1,,156160044,1,1,7250,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,142,21539,2:01:03,87.93103448275862,1,21539,0,7250,<NO LOG>
multi_gen_8,mode-2AT,success,1,0,341822436,,1,28800,,113,11868,8:00:26,74.71264367816092,0,11868,0,28800,<NO LOG>
multi_gen_8,mode-2AT,success,1,0,296587781,,1,28800,,126,10298,8:00:25,74.71264367816092,0,10298,0,28800,<NO LOG>
multi_gen_8,mode-2AT,success,1,,254377282,1,1,23142,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,143,10992,6:26:09,87.93103448275862,1,10992,0,23142,<NO LOG>
multi_gen_8,mode-2AT,success,1,0,335196240,,1,28800,,145,11638,8:00:25,85.05747126436782,0,11638,0,28800,<NO LOG>
multi_gen_8,mode-2AT,success,1,,126388584,1,1,5771,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,146,21900,1:36:23,87.93103448275862,1,21900,0,5771,<NO LOG>
multi_gen_8,mode-2AT,success,1,,67074270,1,1,2827,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,117,23726,47:18.78,87.93103448275862,1,23726,0,2827,<NO LOG>
multi_gen_8,mode-2AT,success,1,,75956702,1,1,3291,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,131,23080,55:02.50,87.93103448275862,1,23080,0,3291,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,852480932,,1,28800,,87,29600,8:00:09,47.12643678160919,0,29600,0,28800,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,687783025,,1,28800,,59,23881,8:00:09,47.12643678160919,0,23881,0,28800,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,688949352,,1,28800,,62,23921,8:00:08,43.67816091954023,0,23921,0,28800,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,717750774,,1,28800,,36,24921,8:00:08,43.67816091954023,0,24921,0,28800,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,770745000,,1,28800,,87,26761,8:00:10,60.91954022988506,0,26761,0,28800,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,775773951,,1,28800,,95,26936,8:00:10,65.51724137931035,0,26936,0,28800,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,500311517,,1,28800,,106,17371,8:00:11,60.3448275862069,0,17371,0,28800,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,785487053,,1,28800,,88,27273,8:00:10,47.12643678160919,0,27273,0,28800,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,666501962,,1,28800,,73,23142,8:00:09,47.12643678160919,0,23142,0,28800,<NO LOG>
multi_gen_8,mode-aonly,success,1,0,620067109,,1,28800,,81,21530,8:00:09,53.44827586206897,0,21530,0,28800,<NO LOG>
multi_gen_8,mode-monly,success,1,,3803479,1,1,159,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,118,23921,2:50.45,86.20689655172414,1,23921,0,159,<NO LOG>
multi_gen_8,mode-monly,success,1,,4615893,1,1,210,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,86,21980,3:41.48,86.20689655172414,1,21980,0,210,<NO LOG>
multi_gen_8,mode-monly,success,1,,4138961,1,1,166,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,102,24933,2:56.58,85.63218390804597,1,24933,0,166,<NO LOG>
multi_gen_8,mode-monly,success,1,,5042873,1,1,199,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,91,25341,3:30.24,86.20689655172414,1,25341,0,199,<NO LOG>
multi_gen_8,mode-monly,success,1,,3221631,1,1,121,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,91,26625,2:11.93,84.48275862068965,1,26625,0,121,<NO LOG>
multi_gen_8,mode-monly,success,1,,4022846,1,1,161,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,98,24986,2:51.84,85.05747126436782,1,24986,0,161,<NO LOG>
multi_gen_8,mode-monly,success,1,,3672912,1,1,149,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,105,24650,2:39.82,85.05747126436782,1,24650,0,149,<NO LOG>
multi_gen_8,mode-monly,success,1,,4171220,1,1,168,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,119,24828,3:00.15,86.7816091954023,1,24828,0,168,<NO LOG>
multi_gen_8,mode-monly,success,1,,2486516,1,1,99,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,105,25116,1:49.47,85.05747126436782,1,25116,0,99,<NO LOG>
multi_gen_8,mode-monly,success,1,,4040796,1,1,164,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,98,24639,2:54.76,86.20689655172414,1,24639,0,164,<NO LOG>
multi_gen_8,mode-noabi,success,1,,147783380,1,1,6130,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,159,24108,1:42:22,87.93103448275862,1,24108,0,6130,<NO LOG>
multi_gen_8,mode-noabi,success,1,,131699461,1,1,5535,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,147,23793,1:32:27,87.93103448275862,1,23793,0,5535,<NO LOG>
multi_gen_8,mode-noabi,success,1,0,581491374,,1,28800,,156,20190,8:00:12,65.51724137931035,0,20190,0,28800,<NO LOG>
multi_gen_8,mode-noabi,success,1,,140771861,1,1,14846,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,156,9482,4:07:56,87.93103448275862,1,9482,0,14846,<NO LOG>
multi_gen_8,mode-noabi,success,1,,146811661,1,1,7233,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,135,20297,2:00:45,87.93103448275862,1,20297,0,7233,<NO LOG>
multi_gen_8,mode-noabi,success,1,,295957780,1,1,12829,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,152,23069,3:34:02,87.93103448275862,1,23069,0,12829,<NO LOG>
multi_gen_8,mode-noabi,success,1,,330547622,1,1,13738,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,143,24060,3:49:10,87.93103448275862,1,24060,0,13738,<NO LOG>
multi_gen_8,mode-noabi,success,1,,233517555,1,1,9530,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,135,24503,2:39:02,87.93103448275862,1,24503,0,9530,<NO LOG>
multi_gen_8,mode-noabi,success,1,,187868586,1,1,9210,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,167,20398,2:33:43,87.93103448275862,1,20398,0,9210,<NO LOG>
multi_gen_8,mode-noabi,success,1,0,591268836,,1,28800,,171,20530,8:00:13,85.05747126436782,0,20530,0,28800,<NO LOG>
multi_gen_9,mode-2AT,success,1,,100269024,1,1,6202,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,158,16167,1:43:36,94.04761904761905,1,16167,0,6202,<NO LOG>
multi_gen_9,mode-2AT,success,1,,227928263,1,1,11219,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,154,20316,3:07:12,94.04761904761905,1,20316,0,11219,<NO LOG>
multi_gen_9,mode-2AT,success,1,,174922053,1,1,8985,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,135,19468,2:29:58,94.04761904761905,1,19468,0,8985,<NO LOG>
multi_gen_9,mode-2AT,success,1,,261556013,1,1,13412,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,144,19501,3:43:46,93.45238095238095,1,19501,0,13412,<NO LOG>
multi_gen_9,mode-2AT,success,1,,83070438,1,1,4305,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,120,19296,1:11:56,94.04761904761905,1,19296,0,4305,<NO LOG>
multi_gen_9,mode-2AT,success,1,,113341876,1,1,6062,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",152,18697,1:41:14,94.04761904761905,2,18697,0,6062,<NO LOG>
multi_gen_9,mode-2AT,success,1,,98243740,1,1,5111,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,134,19222,1:25:22,94.04761904761905,1,19222,0,5111,<NO LOG>
multi_gen_9,mode-2AT,success,1,,110772307,1,1,5489,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,154,20180,1:31:41,94.04761904761905,1,20180,0,5489,<NO LOG>
multi_gen_9,mode-2AT,success,1,,62043889,1,1,3297,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,123,18818,55:08.06,94.04761904761905,1,18818,0,3297,<NO LOG>
multi_gen_9,mode-2AT,success,1,,329614283,1,1,16159,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,150,20398,4:29:32,94.04761904761905,1,20398,0,16159,<NO LOG>
multi_gen_9,mode-aonly,success,1,0,375857896,,1,28800,,75,13050,8:00:11,47.023809523809526,0,13050,0,28800,<NO LOG>
