tool,contract,txlength,trial,runtime,bugfound
manticore.c4,multi_gen,2,2,13.121866,echidna_oracle
manticore.c4,multi_gen,2,3,12.686675,echidna_oracle
manticore.c4,multi_gen,3,1,29.209462,echidna_oracle
manticore.c4,multi_gen,3,2,32.445132,echidna_oracle
manticore.c4,multi_gen,3,3,33.070296,echidna_oracle
manticore.c4,multi_gen,4,1,89.6273,echidna_oracle
manticore.c4,multi_gen,4,2,106.777587,echidna_oracle
manticore.c4,multi_gen,4,3,88.757555,echidna_oracle
manticore.c4,multi_gen,5,1,305.922595,echidna_oracle
manticore.c4,multi_gen,5,2,303.517462,echidna_oracle
manticore.c4,multi_gen,5,3,274.786767,echidna_oracle
manticore.c4,multi_gen,6,1,1816.721061,echidna_oracle
manticore.c4,multi_gen,6,2,1803.369893,echidna_oracle
manticore.c4,multi_gen,6,3,1297.019797,echidna_oracle
manticore.c4,multi_gen,7,1,2089.506048,echidna_oracle
manticore.c4,multi_gen,7,2,2438.814495,echidna_oracle
manticore.c4,multi_gen,7,3,2443.839067,echidna_oracle
manticore.c4,multi_gen,8,1,2353.573529,echidna_oracle
manticore.c4,multi_gen,8,2,3079.842773,echidna_oracle
manticore.c4,multi_gen,8,3,3304.803043,echidna_oracle
manticore.c4,multi_gen,9,1,2981.200098,echidna_oracle
manticore.c4,multi_gen,9,2,3926.902833,echidna_oracle
manticore.c4,multi_gen,9,3,3709.840794,echidna_oracle
manticore.c4,multi_man_complex,5,1,183.017565,None
manticore.c4,multi_man_complex,5,2,238.08488,None
manticore.c4,multi_man_complex,5,3,239.614943,None
manticore.c4,multi_man_complex,7,1,297.843676,None
manticore.c4,multi_man_complex,7,2,344.022506,None
manticore.c4,multi_man_complex,7,3,341.064915,None
manticore.c4,multi_man_complex,9,1,373.842154,None
manticore.c4,multi_man_complex,9,2,522.110148,None
manticore.c4,multi_man_complex,9,3,525.126058,None
manticore.c4,multi_simple,10,1,98.839496,echidna_oracle
manticore.c4,multi_simple,10,2,135.13377,echidna_oracle
manticore.c4,multi_simple,10,3,99.020526,echidna_oracle
manticore.c4,multi_simple,9,1,95.132563,echidna_oracle
manticore.c4,multi_simple,9,2,97.583012,echidna_oracle
manticore.c4,multi_simple,9,3,74.741422,echidna_oracle
manticore.thorough,justlen,128,1,13737.747755,None
manticore.thorough,justlen,128,2,13701.817813,None
manticore.thorough,justlen,128,3,13749.978469,None
manticore.thorough,justlen,256,1,14590.069053,None
manticore.thorough,justlen,256,2,14583.069979,None
manticore.thorough,justlen,256,3,13807.922052,None
manticore.thorough,justlen,64,1,10485.81744,None
manticore.thorough,justlen,64,2,10524.832671,None
manticore.thorough,justlen,64,3,11297.043095,None
manticore.thorough,justlen,8,1,14487.903139,echidna_oracle
manticore.thorough,justlen,8,2,14640.893821,echidna_oracle
manticore.thorough,justlen,8,3,14608.249306,echidna_oracle
manticore.thorough,multi_gen,10,1,172836.575649,None
manticore.thorough,multi_gen,10,2,172834.468275,None
manticore.thorough,multi_gen,10,3,172831.100218,None
manticore.thorough,multi_gen,2,1,20.84702,echidna_oracle
manticore.thorough,multi_gen,2,2,19.48942,echidna_oracle
manticore.thorough,multi_gen,2,3,19.173226,echidna_oracle
manticore.thorough,multi_gen,3,1,46.063935,echidna_oracle
manticore.thorough,multi_gen,3,2,47.16379,echidna_oracle
manticore.thorough,multi_gen,3,3,47.846427,echidna_oracle
manticore.thorough,multi_gen,4,1,145.29861,echidna_oracle
manticore.thorough,multi_gen,4,2,145.099528,echidna_oracle
manticore.thorough,multi_gen,4,3,148.473085,echidna_oracle
manticore.thorough,multi_gen,5,1,471.443962,echidna_oracle
manticore.thorough,multi_gen,5,2,467.505129,echidna_oracle
manticore.thorough,multi_gen,5,3,472.44618,echidna_oracle
manticore.thorough,multi_gen,6,1,2512.606329,echidna_oracle
manticore.thorough,multi_gen,6,2,2493.554987,echidna_oracle
manticore.thorough,multi_gen,6,3,2501.033854,echidna_oracle
manticore.thorough,multi_gen,7,1,3558.142124,echidna_oracle
manticore.thorough,multi_gen,7,2,3557.911421,echidna_oracle
manticore.thorough,multi_gen,7,3,3387.928214,echidna_oracle
manticore.thorough,multi_gen,8,1,4679.595163,echidna_oracle
manticore.thorough,multi_gen,8,2,4737.674838,echidna_oracle
manticore.thorough,multi_gen,8,3,4946.264856,echidna_oracle
manticore.thorough,multi_gen,9,1,5885.329717,echidna_oracle
manticore.thorough,multi_gen,9,2,5561.899809,echidna_oracle
manticore.thorough,multi_gen,9,3,5932.561072,echidna_oracle
manticore.thorough,multi_man_complex,5,1,370.195681,None
manticore.thorough,multi_man_complex,5,2,377.416285,None
manticore.thorough,multi_man_complex,5,3,352.10198,None
manticore.thorough,multi_man_complex,7,1,546.724691,None
manticore.thorough,multi_man_complex,7,2,532.873643,None
manticore.thorough,multi_man_complex,7,3,642.244178,None
manticore.thorough,multi_man_complex,9,1,949.435718,None
manticore.thorough,multi_man_complex,9,2,817.768066,None
manticore.thorough,multi_man_complex,9,3,932.826185,None
manticore.thorough,multi_simple,10,1,183.782861,echidna_oracle
manticore.thorough,multi_simple,10,2,178.823936,echidna_oracle
manticore.thorough,multi_simple,10,3,185.269367,echidna_oracle
manticore.thorough,multi_simple,9,1,145.058305,echidna_oracle
manticore.thorough,multi_simple,9,2,137.323662,echidna_oracle
manticore.thorough,multi_simple,9,3,138.657296,echidna_oracle
teether,justlen,128,1,173077.616295,None
teether,justlen,128,2,173055.497295,None
teether,justlen,128,3,173017.622574,None
teether,justlen,256,1,172966.855673,None
teether,justlen,256,2,173069.157569,None
teether,justlen,256,3,173140.994176,None
teether,justlen,64,1,172869.687846,None
teether,justlen,64,2,172888.37269,None
teether,justlen,64,3,172906.750749,None
teether,justlen,8,1,172892.705546,None
teether,justlen,8,2,172911.009388,None
teether,justlen,8,3,172929.089789,None
teether,multi_gen,10,1,172945.257286,None
teether,multi_gen,10,2,172963.469265,None
teether,multi_gen,10,3,172981.496797,None
teether,multi_gen,2,1,2.485248,3
teether,multi_gen,2,2,2.594861,3
teether,multi_gen,2,3,2.74782,3
teether,multi_gen,3,1,6.250081,4
teether,multi_gen,3,2,5.764605,4
teether,multi_gen,3,3,5.994811,4
teether,multi_gen,4,1,21.475931,5
teether,multi_gen,4,2,21.882703,5
teether,multi_gen,4,3,23.360841,5
teether,multi_gen,5,1,302.939034,6
teether,multi_gen,5,2,296.335103,6
teether,multi_gen,5,3,292.680052,6
teether,multi_gen,6,1,4490.019007,7
teether,multi_gen,6,2,4555.443862,7
teether,multi_gen,6,3,4484.434616,7
teether,multi_gen,7,1,91155.226411,8
teether,multi_gen,7,2,82369.295198,8
teether,multi_gen,7,3,83272.450807,8
teether,multi_gen,8,1,173054.521483,None
teether,multi_gen,8,2,173072.845771,None
teether,multi_gen,8,3,173091.171224,None
teether,multi_gen,9,1,172993.778626,None
teether,multi_gen,9,2,172949.329573,None
teether,multi_gen,9,3,172906.250902,None
teether,multi_man_complex,5,1,6892.990101,6
teether,multi_man_complex,5,2,6806.173893,6
teether,multi_man_complex,5,3,7609.962145,6
teether,multi_man_complex,7,1,173143.247785,None
teether,multi_man_complex,7,2,172850.754488,None
teether,multi_man_complex,7,3,172826.00268,None
teether,multi_man_complex,9,1,173110.261228,None
teether,multi_man_complex,9,2,173128.443587,None
teether,multi_man_complex,9,3,173146.702325,None
teether,multi_simple,10,1,172816.851642,None
teether,multi_simple,10,2,172896.825555,None
teether,multi_simple,10,3,173122.071147,None
teether,multi_simple,9,1,173118.535475,None
teether,multi_simple,9,2,173108.722955,None
teether,multi_simple,9,3,172812.577274,None
confuzziuspypy,justlen,128,1,9571.225925,selfdestruct
confuzziuspypy,justlen,128,10,12967.803331,selfdestruct
confuzziuspypy,justlen,128,2,3968.035622,selfdestruct
confuzziuspypy,justlen,128,3,9584.81909,selfdestruct
confuzziuspypy,justlen,128,4,5068.315393,selfdestruct
confuzziuspypy,justlen,128,5,18581.386241,selfdestruct
confuzziuspypy,justlen,128,6,74361.027362,selfdestruct
confuzziuspypy,justlen,128,7,21760.469131,selfdestruct
confuzziuspypy,justlen,128,8,21582.989772,selfdestruct
confuzziuspypy,justlen,128,9,4218.81371,selfdestruct
confuzziuspypy,justlen,256,1,74365.860468,selfdestruct
confuzziuspypy,justlen,256,10,8978.010671,selfdestruct
confuzziuspypy,justlen,256,2,97013.180378,selfdestruct
confuzziuspypy,justlen,256,3,4667.502756,selfdestruct
confuzziuspypy,justlen,256,4,92456.776631,selfdestruct
confuzziuspypy,justlen,256,5,9475.268618,selfdestruct
confuzziuspypy,justlen,256,6,60243.912517,selfdestruct
confuzziuspypy,justlen,256,7,92296.908418,selfdestruct
confuzziuspypy,justlen,256,8,52796.346178,selfdestruct
confuzziuspypy,justlen,256,9,32748.363672,selfdestruct
confuzziuspypy,justlen,64,1,1459.644962,selfdestruct
confuzziuspypy,justlen,64,10,10034.763612,selfdestruct
confuzziuspypy,justlen,64,2,2797.305802,selfdestruct
confuzziuspypy,justlen,64,3,5807.331476,selfdestruct
confuzziuspypy,justlen,64,4,7161.732959,selfdestruct
confuzziuspypy,justlen,64,5,4191.918427,selfdestruct
confuzziuspypy,justlen,64,6,16993.850726,selfdestruct
confuzziuspypy,justlen,64,7,23703.908456,selfdestruct
confuzziuspypy,justlen,64,8,10032.325204,selfdestruct
confuzziuspypy,justlen,64,9,1628.392878,selfdestruct
confuzziuspypy,justlen,8,1,629.530605,selfdestruct
confuzziuspypy,justlen,8,10,551.314491,selfdestruct
confuzziuspypy,justlen,8,2,110.88329,selfdestruct
confuzziuspypy,justlen,8,3,339.380451,selfdestruct
confuzziuspypy,justlen,8,4,1014.340773,selfdestruct
confuzziuspypy,justlen,8,5,1639.448702,selfdestruct
confuzziuspypy,justlen,8,6,559.506545,selfdestruct
confuzziuspypy,justlen,8,7,589.960447,selfdestruct
confuzziuspypy,justlen,8,8,781.509359,selfdestruct
confuzziuspypy,justlen,8,9,1125.493159,selfdestruct
confuzziuspypy,multi_gen,10,1,172804.989092,None
confuzziuspypy,multi_gen,10,10,172801.952108,None
confuzziuspypy,multi_gen,10,2,172808.336206,None
confuzziuspypy,multi_gen,10,3,172804.152533,None
confuzziuspypy,multi_gen,10,4,172806.380474,None
confuzziuspypy,multi_gen,10,5,172805.075284,None
confuzziuspypy,multi_gen,10,6,172806.950211,None
confuzziuspypy,multi_gen,10,7,172806.572587,None
confuzziuspypy,multi_gen,10,8,172805.682624,None
confuzziuspypy,multi_gen,10,9,172807.390441,None
confuzziuspypy,multi_gen,2,1,5.803058,selfdestruct
confuzziuspypy,multi_gen,2,10,28.016785,selfdestruct
confuzziuspypy,multi_gen,2,2,10.963775,selfdestruct
confuzziuspypy,multi_gen,2,3,42.855019,selfdestruct
confuzziuspypy,multi_gen,2,4,42.97644,selfdestruct
confuzziuspypy,multi_gen,2,5,47.391717,selfdestruct
confuzziuspypy,multi_gen,2,6,19.603904,selfdestruct
confuzziuspypy,multi_gen,2,7,66.148947,selfdestruct
confuzziuspypy,multi_gen,2,8,172807.939805,None
confuzziuspypy,multi_gen,2,9,31.887829,selfdestruct
confuzziuspypy,multi_gen,3,1,90.017878,selfdestruct
confuzziuspypy,multi_gen,3,10,96.621268,selfdestruct
confuzziuspypy,multi_gen,3,2,48.765709,selfdestruct
confuzziuspypy,multi_gen,3,3,36.321759,selfdestruct
confuzziuspypy,multi_gen,3,4,26.557064,selfdestruct
confuzziuspypy,multi_gen,3,5,38.620684,selfdestruct
confuzziuspypy,multi_gen,3,6,811.161169,selfdestruct
confuzziuspypy,multi_gen,3,7,167.066057,selfdestruct
confuzziuspypy,multi_gen,3,8,37.554701,selfdestruct
confuzziuspypy,multi_gen,3,9,205.469749,selfdestruct
confuzziuspypy,multi_gen,4,1,172806.640658,None
confuzziuspypy,multi_gen,4,10,544.639117,selfdestruct
confuzziuspypy,multi_gen,4,2,107.357263,selfdestruct
confuzziuspypy,multi_gen,4,3,247.234164,selfdestruct
confuzziuspypy,multi_gen,4,4,214.29787,selfdestruct
confuzziuspypy,multi_gen,4,5,152.018406,selfdestruct
confuzziuspypy,multi_gen,4,6,14113.341493,selfdestruct
confuzziuspypy,multi_gen,4,7,802.762588,selfdestruct
confuzziuspypy,multi_gen,4,8,120.068471,selfdestruct
confuzziuspypy,multi_gen,4,9,224.704518,selfdestruct
confuzziuspypy,multi_gen,5,1,4646.868001,selfdestruct
confuzziuspypy,multi_gen,5,10,7676.993739,selfdestruct
confuzziuspypy,multi_gen,5,2,9306.636889,selfdestruct
confuzziuspypy,multi_gen,5,3,492.946528,selfdestruct
confuzziuspypy,multi_gen,5,4,350.351512,selfdestruct
confuzziuspypy,multi_gen,5,5,7118.412131,selfdestruct
confuzziuspypy,multi_gen,5,6,724.06831,selfdestruct
confuzziuspypy,multi_gen,5,7,9854.275119,selfdestruct
confuzziuspypy,multi_gen,5,8,1454.541478,selfdestruct
confuzziuspypy,multi_gen,5,9,22826.095097,selfdestruct
confuzziuspypy,multi_gen,6,1,5985.656592,selfdestruct
confuzziuspypy,multi_gen,6,10,172810.825751,None
confuzziuspypy,multi_gen,6,2,16529.63184,selfdestruct
confuzziuspypy,multi_gen,6,3,59361.197571,selfdestruct
confuzziuspypy,multi_gen,6,4,172807.454615,None
confuzziuspypy,multi_gen,6,5,172806.831088,None
confuzziuspypy,multi_gen,6,6,172806.779507,None
confuzziuspypy,multi_gen,6,7,172807.677824,None
confuzziuspypy,multi_gen,6,8,172807.185808,None
confuzziuspypy,multi_gen,6,9,5287.127958,selfdestruct
confuzziuspypy,multi_gen,7,1,172805.995965,None
confuzziuspypy,multi_gen,7,10,172809.721176,None
confuzziuspypy,multi_gen,7,2,172805.86646,None
confuzziuspypy,multi_gen,7,3,172812.688709,None
confuzziuspypy,multi_gen,7,4,68186.33494,selfdestruct
confuzziuspypy,multi_gen,7,5,172806.733421,None
confuzziuspypy,multi_gen,7,6,8310.912548,selfdestruct
confuzziuspypy,multi_gen,7,7,172805.77644,None
confuzziuspypy,multi_gen,7,8,172808.916497,None
confuzziuspypy,multi_gen,7,9,23200.303754,selfdestruct
confuzziuspypy,multi_gen,8,1,172806.60553,None
confuzziuspypy,multi_gen,8,10,172809.312185,None
confuzziuspypy,multi_gen,8,2,172810.811279,None
confuzziuspypy,multi_gen,8,3,172805.678799,None
confuzziuspypy,multi_gen,8,4,172808.98795,None
confuzziuspypy,multi_gen,8,5,172809.370747,None
confuzziuspypy,multi_gen,8,6,172806.423048,None
confuzziuspypy,multi_gen,8,7,172808.637993,None
confuzziuspypy,multi_gen,8,8,172805.988871,None
confuzziuspypy,multi_gen,8,9,172808.17364,None
confuzziuspypy,multi_gen,9,1,172808.990387,None
confuzziuspypy,multi_gen,9,10,172807.47935,None
confuzziuspypy,multi_gen,9,2,172807.390524,None
confuzziuspypy,multi_gen,9,3,172807.538879,None
confuzziuspypy,multi_gen,9,4,172810.963448,None
confuzziuspypy,multi_gen,9,5,172806.074463,None
confuzziuspypy,multi_gen,9,6,172805.328842,None
confuzziuspypy,multi_gen,9,7,172806.784367,None
confuzziuspypy,multi_gen,9,8,172805.958163,None
confuzziuspypy,multi_gen,9,9,172807.742937,None
confuzziuspypy,multi_man_complex,5,1,172806.165675,None
confuzziuspypy,multi_man_complex,5,10,172807.553136,None
confuzziuspypy,multi_man_complex,5,2,172806.681142,None
confuzziuspypy,multi_man_complex,5,3,172806.801924,None
confuzziuspypy,multi_man_complex,5,4,172805.911347,None
confuzziuspypy,multi_man_complex,5,5,172806.194982,None
confuzziuspypy,multi_man_complex,5,6,172806.396163,None
confuzziuspypy,multi_man_complex,5,7,172806.081777,None
confuzziuspypy,multi_man_complex,5,8,172807.078999,None
confuzziuspypy,multi_man_complex,5,9,172807.062997,None
confuzziuspypy,multi_man_complex,7,1,2.281122,None
confuzziuspypy,multi_man_complex,7,10,4.607038,None
confuzziuspypy,multi_man_complex,7,2,3.664197,None
confuzziuspypy,multi_man_complex,7,3,3.517667,None
confuzziuspypy,multi_man_complex,7,4,3.492418,None
confuzziuspypy,multi_man_complex,7,5,3.192305,None
confuzziuspypy,multi_man_complex,7,6,3.41019,None
confuzziuspypy,multi_man_complex,7,7,4.350729,None
confuzziuspypy,multi_man_complex,7,8,4.585602,None
confuzziuspypy,multi_man_complex,7,9,4.808389,None
confuzziuspypy,multi_man_complex,9,1,3.681017,None
confuzziuspypy,multi_man_complex,9,10,4.693647,None
confuzziuspypy,multi_man_complex,9,2,3.473035,None
confuzziuspypy,multi_man_complex,9,3,3.331106,None
confuzziuspypy,multi_man_complex,9,4,2.878217,None
confuzziuspypy,multi_man_complex,9,5,3.881748,None
confuzziuspypy,multi_man_complex,9,6,3.931081,None
confuzziuspypy,multi_man_complex,9,7,4.743126,None
confuzziuspypy,multi_man_complex,9,8,4.89354,None
confuzziuspypy,multi_man_complex,9,9,5.041287,None
confuzziuspypy,multi_simple,10,1,172807.170353,None
confuzziuspypy,multi_simple,10,10,172807.721351,None
confuzziuspypy,multi_simple,10,2,172805.949285,None
confuzziuspypy,multi_simple,10,3,172807.276577,None
confuzziuspypy,multi_simple,10,4,110472.27171,selfdestruct
confuzziuspypy,multi_simple,10,5,172807.266161,None
confuzziuspypy,multi_simple,10,6,172813.694843,None
confuzziuspypy,multi_simple,10,7,19945.238748,selfdestruct
confuzziuspypy,multi_simple,10,8,172806.235248,None
confuzziuspypy,multi_simple,10,9,172807.725493,None
confuzziuspypy,multi_simple,9,1,17894.56809,selfdestruct
confuzziuspypy,multi_simple,9,10,1440.98206,selfdestruct
confuzziuspypy,multi_simple,9,2,38026.615545,selfdestruct
confuzziuspypy,multi_simple,9,3,1191.81396,selfdestruct
confuzziuspypy,multi_simple,9,4,41580.902337,selfdestruct
confuzziuspypy,multi_simple,9,5,16695.767327,selfdestruct
confuzziuspypy,multi_simple,9,6,16421.508914,selfdestruct
confuzziuspypy,multi_simple,9,7,5174.488573,selfdestruct
confuzziuspypy,multi_simple,9,8,21993.357981,selfdestruct
confuzziuspypy,multi_simple,9,9,6586.479419,selfdestruct
echidnaparade.p1,justlen,128,c8,305.910245,echidna_oracle
echidnaparade.p1,justlen,256,c8,908.274088,echidna_oracle
echidnaparade.p1,justlen,64,c8,89.852219,echidna_oracle
echidnaparade.p1,justlen,8,c8,24.196405,echidna_oracle
echidnaparade.p1,multi_gen,10,c8,172803.112414,None
echidnaparade.p1,multi_gen,2,c8,352.312058,echidna_oracle
echidnaparade.p1,multi_gen,3,c8,276.805659,echidna_oracle
echidnaparade.p1,multi_gen,4,c8,10415.703306,echidna_oracle
echidnaparade.p1,multi_gen,5,c8,4952.594154,echidna_oracle
echidnaparade.p1,multi_gen,6,c8,93693.611416,echidna_oracle
echidnaparade.p1,multi_gen,7,c8,87445.452206,echidna_oracle
echidnaparade.p1,multi_gen,8,c8,172958.950942,None
echidnaparade.p1,multi_gen,9,c8,172894.754952,None
echidnaparade.p1,multi_man_complex,5,c8,173024.053071,None
echidnaparade.p1,multi_man_complex,7,c8,172939.556332,None
echidnaparade.p1,multi_man_complex,9,c8,172962.764181,None
echidnaparade.p1,multi_simple,10,c8,31.919384,echidna_oracle
echidnaparade.p1,multi_simple,9,c8,18.419513,echidna_oracle
manticore.c8,justlen,128,1,162615.422623,None
manticore.c8,justlen,256,1,162445.948983,None
manticore.c8,justlen,64,1,61153.214432,None
manticore.c8,justlen,8,1,162497.057411,echidna_oracle
manticore.c8,multi_gen,10,1,172849.422498,None
manticore.c8,multi_gen,2,1,13.259902,echidna_oracle
manticore.c8,multi_gen,3,1,24.0751,echidna_oracle
manticore.c8,multi_gen,4,1,55.926006,echidna_oracle
manticore.c8,multi_gen,5,1,224.874705,echidna_oracle
manticore.c8,multi_gen,6,1,3195.811733,echidna_oracle
manticore.c8,multi_gen,7,1,4392.823074,echidna_oracle
manticore.c8,multi_gen,8,1,5615.081694,echidna_oracle
manticore.c8,multi_gen,9,1,7577.060763,echidna_oracle
manticore.c8,multi_man_complex,5,1,132.210999,None
manticore.c8,multi_man_complex,7,1,241.842205,None
manticore.c8,multi_man_complex,9,1,476.928748,None
manticore.c8,multi_simple,10,1,86.959548,echidna_oracle
manticore.c8,multi_simple,9,1,85.892761,echidna_oracle
manticorepypy,justlen,128,1,172804.098614,None
manticorepypy,justlen,128,2,172806.198276,None
manticorepypy,justlen,128,3,172807.355595,None
manticorepypy,justlen,256,1,172805.085179,None
manticorepypy,justlen,256,2,172805.971077,None
manticorepypy,justlen,256,3,172804.273429,None
manticorepypy,justlen,64,1,5162.930265,None
manticorepypy,justlen,64,2,5330.179058,None
manticorepypy,justlen,64,3,5837.764296,None
manticorepypy,justlen,8,1,172804.377378,None
manticorepypy,justlen,8,2,172804.646696,None
manticorepypy,justlen,8,3,172805.289189,None
manticorepypy,multi_gen,10,1,172804.100111,None
manticorepypy,multi_gen,10,2,172803.789687,None
manticorepypy,multi_gen,10,3,172806.212529,None
manticorepypy,multi_gen,2,1,16.774714,echidna_oracle
manticorepypy,multi_gen,2,2,18.506165,echidna_oracle
manticorepypy,multi_gen,2,3,20.783607,echidna_oracle
manticorepypy,multi_gen,3,1,33.681064,echidna_oracle
manticorepypy,multi_gen,3,2,40.255189,echidna_oracle
manticorepypy,multi_gen,3,3,48.552907,echidna_oracle
manticorepypy,multi_gen,4,1,89.387067,echidna_oracle
manticorepypy,multi_gen,4,2,93.528771,echidna_oracle
manticorepypy,multi_gen,4,3,128.002803,echidna_oracle
manticorepypy,multi_gen,5,1,273.812844,echidna_oracle
manticorepypy,multi_gen,5,2,325.578783,echidna_oracle
manticorepypy,multi_gen,5,3,354.877643,echidna_oracle
manticorepypy,multi_gen,6,1,1579.039262,echidna_oracle
manticorepypy,multi_gen,6,2,1539.418405,echidna_oracle
manticorepypy,multi_gen,6,3,1643.614411,echidna_oracle
manticorepypy,multi_gen,7,1,2546.158545,echidna_oracle
manticorepypy,multi_gen,7,2,3329.221876,echidna_oracle
manticorepypy,multi_gen,7,3,2913.432895,echidna_oracle
manticorepypy,multi_gen,8,1,3584.185982,echidna_oracle
manticorepypy,multi_gen,8,2,5012.740719,echidna_oracle
manticorepypy,multi_gen,8,3,4714.638297,echidna_oracle
manticorepypy,multi_gen,9,1,4034.242936,echidna_oracle
manticorepypy,multi_gen,9,2,5439.007235,echidna_oracle
manticorepypy,multi_gen,9,3,5102.164036,echidna_oracle
manticorepypy,multi_man_complex,5,1,233.824095,None
manticorepypy,multi_man_complex,5,2,248.007252,None
manticorepypy,multi_man_complex,5,3,260.609865,None
manticorepypy,multi_man_complex,7,1,346.309396,None
manticorepypy,multi_man_complex,7,2,388.263923,None
manticorepypy,multi_man_complex,7,3,398.119389,None
manticorepypy,multi_man_complex,9,1,517.518629,None
manticorepypy,multi_man_complex,9,2,581.079723,None
manticorepypy,multi_man_complex,9,3,529.249141,None
manticorepypy,multi_simple,10,1,112.930787,echidna_oracle
manticorepypy,multi_simple,10,2,159.466374,echidna_oracle
manticorepypy,multi_simple,10,3,147.23414,echidna_oracle
manticorepypy,multi_simple,9,1,91.265698,echidna_oracle
manticorepypy,multi_simple,9,2,83.72019,echidna_oracle
manticorepypy,multi_simple,9,3,105.433456,echidna_oracle
